ranking,player,age,points,tourn_played,year
14,Gustavo Kuerten,21,"2,215",26,1997
15,Goran Ivanisevic,26,"2,176",23,1997
16,Felix Mantilla,23,"2,110",27,1997
17,Tim Henman,23,"1,929",26,1997
18,Mark Philippoussis,21,"1,809",21,1997
19,Albert Costa,22,"1,778",22,1997
20,Cedric Pioline,28,"1,534",25,1997
21,Jim Courier,27,"1,528",22,1997
22,Magnus Norman,21,"1,450",27,1997
23,Alberto Berasategui,24,"1,425",31,1997
24,Karol Kucera,23,"1,423",30,1997
25,Magnus Larsson,27,"1,376",21,1997
26,Todd Woodbridge,26,"1,319",20,1997
27,Andrei Medvedev,23,"1,314",24,1997
28,Thomas Enqvist,23,"1,312",22,1997
29,Fabrice Santoro,25,"1,267",28,1997
30,Chris Woodruff,24,"1,234",22,1997
31,Marc Rosset,27,"1,222",32,1997
32,Nicolas Kiefer,20,"1,209",20,1997
33,Francisco Clavet,29,"1,198",28,1997
34,Bohdan Ulihrach,22,"1,143",29,1997
35,Albert Portas,24,"1,083",26,1997
36,Julian Alonso,20,"1,006",23,1997
37,Magnus Gustafsson,30,990,19,1997
38,Hicham Arazi,24,960,31,1997
39,Thomas Johansson,22,959,29,1997
40,Dominik Hrbaty,19,952,30,1997
41,Filip Dewulf,25,942,26,1997
42,Wayne Ferreira,26,910,22,1997
43,Slava Dosedel,27,899,20,1997
44,Marcelo Filippini,30,886,29,1997
45,Tommy Haas,19,885,19,1997
46,Mark Woodforde,32,866,25,1997
47,Guillaume Raoux,27,861,27,1997
48,Jiri Novak,22,848,23,1997
49,Jeff Tarango,29,843,30,1997
50,Brett Steven,28,817,20,1997
51,Marc-Kevin Goellner,27,812,34,1997
52,Galo Blanco,21,790,30,1997
53,Daniel Vacek,26,782,30,1997
54,Javier Sanchez,29,776,36,1997
55,Karim Alami,24,748,33,1997
56,Carlos Costa,29,739,31,1997
57,Andrea Gaudenzi,24,739,34,1997
58,Scott Draper,23,735,24,1997
59,Sjeng Schalken,21,725,29,1997
60,Lionel Roux,24,721,29,1997
61,Martin Damm,25,718,26,1997
62,Boris Becker,30,715,12,1997
63,Nicolas Lapentti,21,715,29,1997
64,Michael Stich,29,711,13,1997
65,Christian Ruud,25,708,25,1997
66,Johan Van Herck,23,694,24,1997
67,Fernando Meligeni,26,691,27,1997
68,Mikael Tillstrom,25,677,24,1997
69,Sargis Sargsian,24,669,31,1997
70,Paul Haarhuis,31,666,25,1997
71,Alex Radulescu,23,665,29,1997
72,Juan Albert Viloca-Puig,24,655,34,1997
73,Richey Reneberg,32,654,20,1997
74,Grant Stafford,26,649,24,1997
75,Kenneth Carlsen,24,640,29,1997
76,Byron Black,28,633,26,1997
77,Richard Fromberg,27,631,32,1997
78,Jan Siemerink,27,622,28,1997
79,Jason Stoltenberg,27,617,17,1997
80,Dinu Pescariu,23,584,28,1997
81,Todd Martin,27,579,8,1997
82,Tomas Nydahl,29,570,24,1997
83,Sandon Stolle,27,555,21,1997
84,Hernan Gumy,25,545,28,1997
85,Jan Kroslak,23,542,22,1997
86,Oliver Gross,24,542,24,1997
87,Juan Antonio Marin,22,537,29,1997
88,Vincent Spadea,23,536,31,1997
89,David Prinosil,24,533,26,1997
90,Jordi Burillo,25,532,27,1997
91,Hendrik Dreekmann,22,525,25,1997
92,Marcello Craca,23,523,25,1997
93,Nicolas Escude,21,521,17,1997
94,Arnaud Clement,20,520,24,1997
95,Davide Sanguinetti,25,519,27,1997
96,Jonathan Stark,26,507,23,1997
97,Gilbert Schaller,28,504,29,1997
98,Alex O'Brien,27,489,28,1997
99,Wayne Black,24,486,18,1997
100,Renzo Furlan,27,486,28,1997
1,Pete Sampras,27,"3,915",22,1998
2,Marcelo Rios,23,"3,670",23,1998
3,Alex Corretja,24,"3,398",24,1998
4,Patrick Rafter,25,"3,315",26,1998
5,Carlos Moya,22,"3,159",24,1998
6,Andre Agassi,28,"2,879",20,1998
7,Tim Henman,24,"2,620",29,1998
8,Karol Kucera,24,"2,579",25,1998
9,Greg Rusedski,25,"2,573",25,1998
10,Richard Krajicek,27,"2,548",18,1998
11,Yevgeny Kafelnikov,24,"2,515",31,1998
12,Goran Ivanisevic,27,"2,137",28,1998
13,Petr Korda,30,"2,114",21,1998
14,Albert Costa,23,"1,823",26,1998
15,Mark Philippoussis,22,"1,792",19,1998
16,Todd Martin,28,"1,774",22,1998
17,Thomas Johansson,23,"1,761",30,1998
18,Cedric Pioline,29,"1,710",25,1998
19,Jan Siemerink,28,"1,669",26,1998
20,Felix Mantilla,24,"1,643",26,1998
21,Alberto Berasategui,25,"1,556",27,1998
22,Thomas Enqvist,24,"1,500",17,1998
23,Gustavo Kuerten,22,"1,472",26,1998
24,Jonas Bjorkman,26,"1,439",24,1998
25,Thomas Muster,31,"1,344",20,1998
26,Wayne Ferreira,27,"1,285",24,1998
27,Jason Stoltenberg,28,"1,280",23,1998
28,Byron Black,29,"1,259",26,1998
29,Michael Chang,26,"1,242",18,1998
30,Francisco Clavet,30,"1,216",28,1998
31,Marc Rosset,28,"1,201",28,1998
32,Magnus Gustafsson,31,"1,187",24,1998
33,Bohdan Ulihrach,23,"1,077",30,1998
34,Tommy Haas,20,"1,044",26,1998
35,Nicolas Kiefer,21,"1,007",25,1998
36,Hicham Arazi,25,999,27,1998
37,Nicolas Escude,22,989,21,1998
38,Jan-Michael Gambill,21,983,24,1998
39,Mariano Puerta,20,983,26,1998
40,Richard Fromberg,28,937,35,1998
41,Fabrice Santoro,26,935,27,1998
42,Vincent Spadea,24,935,27,1998
43,Magnus Larsson,28,930,16,1998
44,Andrea Gaudenzi,25,926,26,1998
45,Younes El Aynaoui,27,894,15,1998
46,Dominik Hrbaty,20,884,29,1998
47,Jerome Golmard,25,883,25,1998
48,Davide Sanguinetti,26,853,30,1998
49,Marat Safin,18,852,23,1998
50,Daniel Vacek,27,842,32,1998
51,Scott Draper,24,819,18,1998
52,Magnus Norman,22,818,31,1998
53,Guillaume Raoux,28,803,27,1998
54,Fernando Vicente,21,799,33,1998
55,Filip Dewulf,26,789,22,1998
56,Ramon Delgado,22,784,28,1998
57,Fernando Meligeni,27,779,26,1998
58,Mark Woodforde,33,773,25,1998
59,Andrew Ilie,22,757,26,1998
60,Franco Squillari,23,747,29,1998
61,Gianluca Pozzi,33,730,34,1998
62,Andrei Medvedev,24,725,23,1998
63,Mariano Zabaleta,20,723,20,1998
64,Slava Dosedel,28,723,22,1998
65,Todd Woodbridge,27,722,22,1998
66,Sjeng Schalken,22,712,32,1998
67,Carlos Costa,30,710,29,1998
68,Andrei Pavel,24,710,30,1998
69,Boris Becker,31,688,11,1998
70,Juan Antonio Marin,23,678,35,1998
71,Adrian Voinea,24,676,19,1998
72,Karim Alami,25,676,26,1998
73,Jeff Tarango,30,675,33,1998
74,Paul Haarhuis,32,674,20,1998
75,Jiri Novak,23,669,27,1998
76,Martin Damm,26,657,29,1998
77,Jim Courier,28,635,18,1998
78,David Prinosil,25,633,26,1998
79,Sebastien Lareau,25,622,22,1998
80,Justin Gimelstob,21,615,19,1998
81,Arnaud Di Pasquale,19,613,21,1998
82,Galo Blanco,22,612,30,1998
83,Kenneth Carlsen,25,606,27,1998
84,Albert Portas,25,600,33,1998
85,Mikael Tillstrom,26,588,23,1998
86,Christian Ruud,26,584,28,1998
87,Hendrik Dreekmann,23,576,22,1998
88,Sebastien Grosjean,20,568,27,1998
89,Jan Kroslak,24,563,27,1998
90,Nicolas Lapentti,22,545,31,1998
91,Leander Paes,25,535,21,1998
92,Brett Steven,29,528,20,1998
93,Stefan Koubek,21,526,28,1998
94,Wayne Black,25,518,26,1998
95,Guillermo Canas,21,516,27,1998
96,Martin Rodriguez,29,516,29,1998
97,Oliver Gross,25,514,27,1998
98,Sargis Sargsian,25,499,28,1998
99,John van Lottum,22,488,26,1998
100,Lleyton Hewitt,17,482,19,1998
1,Andre Agassi,29,"5,048",17,1999
2,Yevgeny Kafelnikov,25,"3,465",30,1999
3,Pete Sampras,28,"3,024",13,1999
4,Thomas Enqvist,25,"2,606",26,1999
5,Gustavo Kuerten,23,"2,601",24,1999
6,Nicolas Kiefer,22,"2,447",23,1999
7,Todd Martin,29,"2,408",17,1999
8,Nicolas Lapentti,23,"2,284",23,1999
9,Marcelo Rios,24,"2,245",19,1999
10,Richard Krajicek,28,"2,095",21,1999
11,Tommy Haas,21,"1,921",23,1999
12,Tim Henman,25,"1,920",25,1999
13,Cedric Pioline,30,"1,814",29,1999
14,Greg Rusedski,26,"1,802",23,1999
15,Magnus Norman,23,"1,748",27,1999
16,Patrick Rafter,26,"1,731",17,1999
17,Karol Kucera,25,"1,633",21,1999
18,Albert Costa,24,"1,572",25,1999
19,Mark Philippoussis,23,"1,570",17,1999
20,Vincent Spadea,25,"1,542",26,1999
21,Dominik Hrbaty,21,"1,499",27,1999
22,Felix Mantilla,25,"1,458",22,1999
23,Carlos Moya,23,"1,445",22,1999
24,Marat Safin,19,"1,437",30,1999
25,Lleyton Hewitt,18,"1,429",19,1999
26,Alex Corretja,25,"1,319",22,1999
27,Sebastien Grosjean,21,"1,298",26,1999
28,Mariano Zabaleta,21,"1,258",31,1999
29,Fernando Meligeni,28,"1,247",26,1999
30,Andrei Medvedev,25,"1,184",23,1999
31,Karim Alami,26,"1,175",28,1999
32,Jim Courier,29,"1,071",20,1999
33,Younes El Aynaoui,28,"1,068",26,1999
34,Fabrice Santoro,27,"1,055",26,1999
35,Jerome Golmard,26,"1,024",13,1999
36,Hicham Arazi,26,"1,008",28,1999
37,Nicolas Escude,23,995,23,1999
38,Francisco Clavet,31,986,29,1999
39,Thomas Johansson,24,977,24,1999
40,Jiri Novak,24,973,27,1999
41,Andrei Pavel,25,962,26,1999
42,Juan Carlos Ferrero,19,956,19,1999
43,Daniel Vacek,28,953,33,1999
44,Sjeng Schalken,23,950,28,1999
45,Marc Rosset,29,947,28,1999
46,Stefan Koubek,22,947,31,1999
47,Arnaud Di Pasquale,20,890,31,1999
48,Rainer Schuettler,23,881,30,1999
49,Fernando Vicente,22,875,32,1999
50,Michael Chang,27,874,23,1999
51,Chris Woodruff,26,852,20,1999
52,Franco Squillari,24,849,33,1999
53,Wayne Ferreira,28,846,25,1999
54,Andrew Ilie,23,845,34,1999
55,Jeff Tarango,31,814,29,1999
56,Arnaud Clement,22,805,27,1999
57,Alberto Martin,21,805,28,1999
58,Jan-Michael Gambill,22,803,27,1999
59,Sargis Sargsian,26,796,29,1999
60,Magnus Gustafsson,32,779,21,1999
61,Alberto Berasategui,26,775,28,1999
62,Goran Ivanisevic,28,772,27,1999
63,Slava Dosedel,29,763,22,1999
64,Roger Federer,18,749,22,1999
65,Byron Black,30,745,25,1999
66,David Prinosil,26,745,25,1999
67,Christian Ruud,27,718,20,1999
68,Hernan Gumy,27,701,29,1999
69,John van Lottum,23,677,28,1999
70,Juan Antonio Marin,24,661,33,1999
71,Guillermo Canas,22,657,32,1999
72,Gaston Gaudio,21,640,27,1999
73,Jonas Bjorkman,27,639,24,1999
74,Max Mirnyi,22,637,20,1999
75,Galo Blanco,23,635,34,1999
76,Markus Hipfl,21,607,31,1999
77,Ivan Ljubicic,20,581,26,1999
78,Richard Fromberg,29,572,20,1999
79,Mikael Tillstrom,27,564,19,1999
80,Jason Stoltenberg,29,562,18,1999
81,George Bastl,24,561,25,1999
82,Justin Gimelstob,22,550,31,1999
83,Antony Dupuis,26,548,32,1999
84,Andrea Gaudenzi,26,546,25,1999
85,Kenneth Carlsen,26,540,23,1999
86,Daniel Nestor,27,539,20,1999
87,Laurence Tieleman,27,539,27,1999
88,Jan Siemerink,29,531,26,1999
89,Paul Goldstein,23,531,27,1999
90,Albert Portas,26,528,28,1999
91,Jens Knippschild,24,525,24,1999
92,Jacobo Diaz,23,520,28,1999
93,Cecil Mamiit,23,502,26,1999
94,Gianluca Pozzi,34,502,34,1999
95,Magnus Larsson,29,498,18,1999
96,Ronald Agenor,35,492,28,1999
97,Nicolas Massu,20,488,21,1999
98,Andreas Vinciguerra,18,486,16,1999
99,Paradorn Srichaphan,20,485,21,1999
100,Adrian Voinea,25,478,28,1999
1,Gustavo Kuerten,24,"4,195",23,2000
2,Marat Safin,20,"4,120",30,2000
3,Pete Sampras,29,"3,385",16,2000
4,Magnus Norman,24,"3,110",26,2000
5,Yevgeny Kafelnikov,26,"2,935",32,2000
6,Andre Agassi,30,"2,765",19,2000
7,Lleyton Hewitt,19,"2,625",21,2000
8,Alex Corretja,26,"2,475",25,2000
9,Thomas Enqvist,26,"2,210",25,2000
10,Tim Henman,26,"2,020",26,2000
11,Mark Philippoussis,24,"1,865",23,2000
12,Juan Carlos Ferrero,20,"1,840",27,2000
13,Wayne Ferreira,29,"1,770",23,2000
14,Franco Squillari,25,"1,598",27,2000
15,Patrick Rafter,27,"1,535",21,2000
16,Cedric Pioline,31,"1,520",24,2000
17,Dominik Hrbaty,22,"1,395",29,2000
18,Arnaud Clement,23,"1,360",29,2000
19,Sebastien Grosjean,22,"1,325",28,2000
20,Nicolas Kiefer,23,"1,265",23,2000
21,Mariano Puerta,22,"1,235",23,2000
22,Sjeng Schalken,24,"1,163",27,2000
23,Tommy Haas,22,"1,145",23,2000
24,Nicolas Lapentti,24,"1,130",28,2000
25,Younes El Aynaoui,29,"1,125",29,2000
26,Albert Costa,25,"1,115",25,2000
27,Andrei Pavel,26,"1,105",30,2000
28,Marc Rosset,30,"1,080",27,2000
29,Roger Federer,19,"1,080",29,2000
30,Hicham Arazi,27,"1,060",27,2000
31,Fabrice Santoro,28,"1,040",28,2000
32,Michael Chang,28,"1,040",27,2000
33,Jan-Michael Gambill,23,"1,030",26,2000
34,Gaston Gaudio,22,995,26,2000
35,Byron Black,31,960,26,2000
36,Richard Krajicek,29,950,19,2000
37,Marcelo Rios,24,950,25,2000
38,David Prinosil,27,945,21,2000
39,Thomas Johansson,25,930,28,2000
40,Max Mirnyi,23,880,29,2000
41,Carlos Moya,24,870,24,2000
42,Jerome Golmard,27,856,27,2000
43,Gianluca Pozzi,35,854,30,2000
44,Jonas Bjorkman,28,845,27,2000
45,Rainer Schuettler,24,835,29,2000
46,Vladimir Voltchkov,22,830,16,2000
47,Fernando Vicente,23,825,34,2000
48,Nicolas Escude,24,805,25,2000
49,Francisco Clavet,32,795,31,2000
50,Andrew Ilie,24,775,30,2000
51,Albert Portas,27,760,28,2000
52,Andreas Vinciguerra,19,760,25,2000
53,Jiri Novak,25,755,26,2000
54,Stefan Koubek,23,755,28,2000
55,Todd Martin,30,740,16,2000
56,Alex Calatrava,27,731,28,2000
57,Karim Alami,27,725,30,2000
58,Andrei Medvedev,26,680,20,2000
59,Harel Levy,22,677,26,2000
60,Arnaud Di Pasquale,21,660,29,2000
61,Mariano Zabaleta,22,645,28,2000
62,Agustin Calleri,24,633,17,2000
63,Juan Ignacio Chela,21,632,21,2000
64,Slava Dosedel,30,619,23,2000
65,Davide Sanguinetti,28,609,34,2000
66,Jason Stoltenberg,30,606,15,2000
67,Chris Woodruff,27,590,23,2000
68,Olivier Rochus,19,582,24,2000
69,Greg Rusedski,27,575,24,2000
70,Julien Boutter,26,575,27,2000
71,Juan Balcells,25,566,23,2000
72,Markus Hantschk,23,562,27,2000
73,Karol Kucera,26,555,22,2000
74,Christophe Rochus,22,540,30,2000
75,Magnus Larsson,30,540,16,2000
76,Bohdan Ulihrach,25,536,27,2000
77,Jiri Vanek,22,532,29,2000
78,Martin Damm,28,530,23,2000
79,Alberto Martin,22,518,32,2000
80,Mikael Tillstrom,28,518,18,2000
81,Paul Goldstein,24,517,27,2000
82,Magnus Gustafsson,33,515,20,2000
83,Wayne Arthurs,29,513,26,2000
84,Richard Fromberg,30,507,25,2000
85,Sergi Bruguera,29,504,21,2000
86,Alexander Popp,24,500,21,2000
87,Nicolas Massu,21,496,29,2000
88,Guillermo Coria,18,492,18,2000
89,David Sanchez,22,490,21,2000
90,Hyung-Taik Lee,24,484,21,2000
91,Ivan Ljubicic,21,484,27,2000
92,German Puentes,28,451,30,2000
93,Michel Kratochvil,21,440,29,2000
94,Sargis Sargsian,27,433,29,2000
95,Raemon Sluiter,22,433,25,2000
96,Michal Tabara,21,424,21,2000
97,Justin Gimelstob,23,420,21,2000
98,Daniel Elsner,21,412,22,2000
99,Felix Mantilla,26,410,17,2000
100,Fernando Meligeni,29,409,27,2000
1,Lleyton Hewitt,20,"4,365",22,2001
2,Gustavo Kuerten,25,"3,855",21,2001
3,Andre Agassi,31,"3,520",20,2001
4,Yevgeny Kafelnikov,27,"3,090",28,2001
5,Juan Carlos Ferrero,21,"3,040",23,2001
6,Sebastien Grosjean,23,"2,790",25,2001
7,Patrick Rafter,29,"2,785",18,2001
8,Tommy Haas,23,"2,285",25,2001
9,Tim Henman,27,"2,100",22,2001
10,Pete Sampras,30,"1,940",18,2001
11,Marat Safin,21,"1,920",25,2001
12,Goran Ivanisevic,30,"1,761",23,2001
13,Roger Federer,20,"1,745",23,2001
14,Andy Roddick,19,"1,573",21,2001
15,Guillermo Canas,24,"1,572",24,2001
16,Alex Corretja,27,"1,525",25,2001
17,Arnaud Clement,24,"1,475",25,2001
18,Thomas Johansson,26,"1,375",25,2001
19,Carlos Moya,25,"1,310",24,2001
20,Albert Portas,28,"1,220",29,2001
21,Jan-Michael Gambill,24,"1,215",25,2001
22,Fabrice Santoro,29,"1,210",26,2001
23,Nicolas Lapentti,25,"1,170",24,2001
24,Thomas Enqvist,27,"1,165",22,2001
25,Hicham Arazi,28,"1,155",23,2001
26,Sjeng Schalken,25,"1,140",28,2001
27,Nicolas Escude,25,"1,130",24,2001
28,Andrei Pavel,27,"1,105",27,2001
29,Jiri Novak,26,"1,091",23,2001
30,Tommy Robredo,19,"1,080",26,2001
31,Greg Rusedski,28,"1,075",25,2001
32,Bohdan Ulihrach,26,"1,055",27,2001
33,Xavier Malisse,21,"1,045",24,2001
34,Andreas Vinciguerra,20,"1,025",27,2001
35,Max Mirnyi,24,"1,015",26,2001
36,Dominik Hrbaty,23,"1,005",31,2001
37,Ivan Ljubicic,22,982,26,2001
38,Younes El Aynaoui,30,973,26,2001
39,Marcelo Rios,26,965,25,2001
40,Albert Costa,26,960,24,2001
41,Alberto Martin,23,933,28,2001
42,Nicolas Kiefer,24,920,25,2001
43,Rainer Schuettler,25,885,32,2001
44,Guillermo Coria,19,875,22,2001
45,Felix Mantilla,27,850,27,2001
46,Michel Kratochvil,22,836,27,2001
47,David Nalbandian,19,795,23,2001
48,Gaston Gaudio,23,760,24,2001
49,Magnus Norman,25,740,21,2001
50,Jerome Golmard,28,722,24,2001
51,Francisco Clavet,33,715,28,2001
52,Fernando Vicente,24,715,32,2001
53,Julien Boutter,27,710,27,2001
54,Andrea Gaudenzi,28,701,31,2001
55,Franco Squillari,26,690,28,2001
56,Galo Blanco,25,687,27,2001
57,Todd Martin,31,620,15,2001
58,Mikhail Youzhny,19,616,22,2001
59,Mariano Zabaleta,23,614,28,2001
60,Jonas Bjorkman,29,605,24,2001
61,Jarkko Nieminen,20,603,19,2001
62,Wayne Ferreira,30,600,21,2001
63,Stefan Koubek,24,598,24,2001
64,Michal Tabara,22,591,24,2001
65,Albert Montanes,21,585,27,2001
66,Andrew Ilie,25,565,29,2001
67,Agustin Calleri,25,562,27,2001
68,Kristian Pless,20,560,25,2001
69,Christophe Rochus,23,550,28,2001
70,Juan Ignacio Chela,22,544,13,2001
71,Fernando Meligeni,30,539,23,2001
72,Sargis Sargsian,28,539,28,2001
73,James Blake,22,534,22,2001
74,David Sanchez,23,531,31,2001
75,Jan Vacek,25,526,24,2001
76,Markus Hipfl,23,520,28,2001
77,Wayne Arthurs,30,518,25,2001
78,Harel Levy,23,515,25,2001
79,Nikolay Davydenko,20,512,31,2001
80,Nicolas Massu,22,510,32,2001
81,Andrei Stoliarov,24,510,38,2001
82,Magnus Gustafsson,34,505,20,2001
83,Lars Burgsmuller,26,501,29,2001
84,Cedric Pioline,32,497,24,2001
85,Andre Sa,24,481,29,2001
86,Jose Acasuso,19,474,25,2001
87,Michael Russell,23,466,27,2001
88,Jacobo Diaz,25,464,24,2001
89,Michael Llodra,21,464,26,2001
90,Antony Dupuis,28,453,29,2001
91,Davide Sanguinetti,29,451,32,2001
92,Ramon Delgado,25,450,19,2001
93,Attila Savolt,25,447,29,2001
94,Michael Chang,29,445,23,2001
95,Juan Balcells,26,443,24,2001
96,Federico Luzzi,21,437,22,2001
97,Adrian Voinea,27,425,24,2001
98,Flavio Saretta,21,421,26,2001
99,Vladimir Voltchkov,23,420,26,2001
100,Alex Calatrava,28,415,30,2001
1,Lleyton Hewitt,21,"4,485",21,2002
2,Andre Agassi,32,"3,395",19,2002
3,Marat Safin,22,"2,845",21,2002
4,Juan Carlos Ferrero,22,"2,740",26,2002
5,Carlos Moya,26,"2,630",26,2002
6,Roger Federer,21,"2,590",25,2002
7,Jiri Novak,27,"2,335",27,2002
8,Tim Henman,28,"2,215",19,2002
9,Albert Costa,27,"2,070",24,2002
10,Andy Roddick,20,"2,045",22,2002
11,Tommy Haas,24,"2,020",23,2002
12,David Nalbandian,20,"1,775",24,2002
13,Pete Sampras,31,"1,735",18,2002
14,Thomas Johansson,27,"1,725",23,2002
15,Guillermo Canas,25,"1,725",25,2002
16,Paradorn Srichaphan,23,"1,646",31,2002
17,Sebastien Grosjean,24,"1,640",22,2002
18,Fernando Gonzalez,22,"1,636",25,2002
19,Alex Corretja,28,"1,555",23,2002
20,Sjeng Schalken,26,"1,525",28,2002
21,Gaston Gaudio,24,"1,490",20,2002
22,Younes El Aynaoui,31,"1,435",29,2002
23,Juan Ignacio Chela,23,"1,240",28,2002
24,Marcelo Rios,27,"1,230",23,2002
25,Xavier Malisse,22,"1,225",23,2002
26,Andrei Pavel,28,"1,225",26,2002
27,Yevgeny Kafelnikov,28,"1,190",25,2002
28,James Blake,23,"1,170",24,2002
29,Nicolas Lapentti,26,"1,090",28,2002
30,Tommy Robredo,20,"1,050",25,2002
31,Greg Rusedski,29,"1,010",23,2002
32,Mikhail Youzhny,20,995,26,2002
33,Rainer Schuettler,26,980,30,2002
34,Nicolas Escude,26,960,21,2002
35,Fabrice Santoro,30,955,26,2002
36,Paul-Henri Mathieu,20,952,25,2002
37,Gustavo Kuerten,26,935,19,2002
38,Arnaud Clement,25,925,23,2002
39,Wayne Ferreira,31,875,20,2002
40,Jarkko Nieminen,21,875,29,2002
41,Jose Acasuso,20,868,26,2002
42,Jan-Michael Gambill,25,825,27,2002
43,Max Mirnyi,25,810,27,2002
44,Thomas Enqvist,28,810,19,2002
45,Guillermo Coria,20,778,22,2002
46,Davide Sanguinetti,30,773,27,2002
47,Todd Martin,32,755,18,2002
48,Jonas Bjorkman,30,745,24,2002
49,Ivan Ljubicic,23,735,27,2002
50,Agustin Calleri,26,730,24,2002
51,Dominik Hrbaty,24,726,33,2002
52,Wayne Arthurs,31,720,26,2002
53,Mariano Zabaleta,24,711,28,2002
54,Stefan Koubek,25,685,31,2002
55,Felix Mantilla,28,680,27,2002
56,Nicolas Massu,23,680,22,2002
57,Taylor Dent,21,672,26,2002
58,Fernando Vicente,25,671,34,2002
59,David Ferrer,20,643,27,2002
60,David Sanchez,24,642,27,2002
61,Alberto Martin,24,640,27,2002
